Date,Names,Loan_Purpose,Guarantor,Amount,Payment_Mode,Employment,Other Income,Marital_Status,Loan_Status,Interest_rate
2014-02-12,James,Business,Absence,338781,Online,Self-employed,No,Divorce,Rejected,15%
2014-02-13,James,Food,Absence,263042,Cash,Unemployed,No,Divorce,Rejected,15%
2014-02-14,Queen,Business,Present,52763,Online,Employed,No,Divorce,Rejected,8%
2014-02-15,Daniel,Rent,Absence,875445,Cash,Unemployed,No,Single,Approved,10%
2014-02-16,Esther,Rent,Absence,480804,Online,Unemployed,Yes,Divorce,Approved,20%
2014-02-17,Paul,Rent,Absence,229571,Online,Employed,Yes,Single,Approved,20%
2014-02-18,Queen,Rent,Absence,324963,Cash,Self-employed,No,Divorce,Rejected,20%
2014-02-19,Esther,Business,Present,692801,Online,Unemployed,Yes,Divorce,Approved,20%
2014-02-20,Eniola,Others,Absence,731032,Cash,Self-employed,No,Single,Rejected,15%
2014-02-21,Eniola,School Fees,Present,954326,Online,Self-employed,No,Divorce,Rejected,8%
2014-02-22,Blessing,Others,Present,841022,Cash,Unemployed,No,Single,Approved,15%
2014-02-23,Paul,Food,Absence,238751,Online,Employed,Yes,Married,Approved,10%
2014-02-24,Paul,Others,Present,601264,Cash,Self-employed,Yes,Single,Approved,8%
2014-02-25,Janet,Food,Present,150008,Cash,Employed,No,Single,Rejected,8%
2014-02-26,Propser,Food,Absence,128056,Online,Unemployed,Yes,Divorce,Rejected,20%
2014-02-27,Daniel,Food,Absence,495784,Cash,Unemployed,Yes,Divorce,Approved,15%
2014-02-28,James,Food,Absence,332920,Cash,Unemployed,No,Divorce,Rejected,20%
2014-03-01,Eniola,Rent,Absence,903718,Cash,Self-employed,Yes,Divorce,Approved,8%
2014-03-02,Paul,Rent,Absence,157381,Cash,Employed,No,Married,Rejected,20%
2014-03-03,James,Business,Present,234216,Online,Employed,No,Divorce,Approved,8%
2014-03-04,Eniola,School Fees,Absence,333809,Cash,Unemployed,No,Divorce,Rejected,15%
2014-03-05,James,Food,Absence,762395,Cash,Self-employed,Yes,Divorce,Approved,20%
2014-03-06,Esther,Rent,Absence,960173,Cash,Self-employed,Yes,Married,Rejected,8%
2014-03-07,Paul,School Fees,Absence,557301,Online,Unemployed,No,Divorce,Rejected,8%
2014-03-08,Eniola,Food,Absence,403782,Online,Unemployed,Yes,Single,Approved,8%
2014-03-09,Eniola,Others,Present,638362,Online,Self-employed,Yes,Married,Approved,15%
2014-03-10,Janet,School Fees,Absence,874448,Cash,Self-employed,No,Divorce,Rejected,10%
2014-03-11,Janet,School Fees,Present,286207,Cash,Self-employed,No,Married,Rejected,15%
2014-03-12,Janet,School Fees,Present,171616,Online,Self-employed,Yes,Divorce,Rejected,8%
2014-03-13,Propser,Business,Present,906618,Cash,Unemployed,No,Divorce,Approved,10%
2014-03-14,Eniola,Food,Absence,279152,Online,Unemployed,Yes,Divorce,Rejected,15%
2014-03-15,Blessing,Others,Absence,897674,Online,Employed,Yes,Single,Approved,8%
2014-03-16,Propser,Food,Absence,421952,Online,Unemployed,No,Divorce,Approved,10%
2014-03-17,James,Business,Present,825663,Cash,Unemployed,No,Single,Approved,10%
2014-03-18,John,Business,Absence,723306,Online,Unemployed,Yes,Married,Rejected,20%
2014-03-19,Propser,Business,Absence,169118,Online,Employed,Yes,Married,Rejected,8%
2014-03-20,James,Food,Present,375599,Online,Employed,No,Divorce,Approved,20%
2014-03-21,Propser,School Fees,Present,388581,Cash,Self-employed,Yes,Divorce,Approved,10%
2014-03-22,Eniola,School Fees,Present,433097,Cash,Self-employed,Yes,Single,Rejected,8%
2014-03-23,Queen,School Fees,Present,90488,Cash,Self-employed,Yes,Single,Rejected,10%
2014-03-24,Janet,Others,Present,661973,Online,Unemployed,Yes,Married,Rejected,10%
2014-03-25,Queen,Others,Absence,272304,Online,Self-employed,Yes,Married,Approved,10%
2014-03-26,John,Others,Absence,810065,Online,Employed,Yes,Single,Rejected,20%
2014-03-27,James,School Fees,Present,795294,Cash,Employed,Yes,Divorce,Rejected,8%
2014-03-28,Janet,Business,Absence,746097,Online,Unemployed,No,Divorce,Rejected,20%
2014-03-29,John,Others,Absence,990892,Online,Employed,Yes,Married,Rejected,8%
2014-03-30,Eniola,School Fees,Absence,831735,Cash,Self-employed,Yes,Divorce,Approved,20%
2014-03-31,Eniola,Food,Absence,104547,Online,Self-employed,Yes,Single,Approved,10%
2014-04-01,Blessing,Others,Absence,875372,Cash,Self-employed,No,Married,Approved,10%
2014-04-02,Propser,School Fees,Present,722795,Online,Self-employed,No,Married,Approved,15%
2014-04-03,John,Rent,Present,356392,Online,Employed,No,Divorce,Approved,20%
2014-04-04,Propser,Rent,Absence,478075,Online,Employed,No,Single,Approved,15%
2014-04-05,Blessing,Others,Present,831731,Online,Unemployed,No,Married,Approved,10%
2014-04-06,Daniel,Rent,Absence,984764,Online,Self-employed,Yes,Married,Approved,10%
2014-04-07,Janet,School Fees,Present,991440,Cash,Self-employed,Yes,Married,Approved,8%
2014-04-08,Propser,Business,Present,802419,Online,Employed,Yes,Married,Rejected,20%
2014-04-09,Janet,Food,Present,375849,Online,Unemployed,No,Single,Approved,8%
2014-04-10,Daniel,Business,Absence,315049,Online,Unemployed,Yes,Single,Rejected,8%
2014-04-11,James,Rent,Present,910395,Online,Employed,Yes,Single,Rejected,8%
2014-04-12,Propser,School Fees,Absence,929055,Online,Self-employed,Yes,Married,Rejected,10%
2014-04-13,Eniola,Others,Present,107961,Cash,Unemployed,No,Divorce,Rejected,8%
2014-04-14,Eniola,Food,Present,131778,Online,Employed,No,Single,Approved,10%
2014-04-15,James,Food,Absence,332606,Online,Self-employed,Yes,Married,Rejected,10%
2014-04-16,Queen,Rent,Absence,328412,Cash,Unemployed,Yes,Married,Approved,10%
2014-04-17,Eniola,Business,Absence,691640,Online,Self-employed,Yes,Married,Rejected,8%
2014-04-18,James,Food,Absence,469109,Online,Self-employed,No,Divorce,Approved,10%
2014-04-19,Eniola,School Fees,Present,787361,Cash,Self-employed,No,Divorce,Approved,15%
2014-04-20,John,School Fees,Absence,696365,Online,Employed,Yes,Divorce,Rejected,20%
2014-04-21,Daniel,Others,Absence,375943,Cash,Employed,No,Single,Rejected,10%
2014-04-22,Esther,Business,Absence,638525,Online,Employed,Yes,Married,Rejected,8%
2014-04-23,Esther,Rent,Absence,154505,Online,Self-employed,No,Divorce,Approved,20%
2014-04-24,Eniola,Business,Present,384605,Online,Self-employed,Yes,Divorce,Rejected,8%
2014-04-25,Paul,Others,Present,908332,Cash,Unemployed,Yes,Divorce,Approved,8%
2014-04-26,Queen,Rent,Absence,902242,Online,Employed,Yes,Divorce,Rejected,8%
2014-04-27,Esther,Others,Absence,785173,Online,Unemployed,No,Divorce,Rejected,15%
2014-04-28,Queen,Food,Absence,691524,Online,Unemployed,Yes,Married,Approved,15%
2014-04-29,Eniola,Food,Present,831536,Online,Unemployed,No,Divorce,Approved,20%
2014-04-30,James,Rent,Present,332011,Online,Employed,Yes,Married,Rejected,8%
2014-05-01,James,School Fees,Absence,896500,Online,Self-employed,Yes,Divorce,Rejected,20%
2014-05-02,Propser,Food,Absence,193145,Online,Self-employed,No,Single,Approved,8%
2014-05-03,Propser,Rent,Absence,239622,Online,Self-employed,Yes,Single,Rejected,10%
2014-05-04,Daniel,Business,Present,214710,Cash,Employed,Yes,Single,Rejected,10%
2014-05-05,Janet,Others,Present,775306,Online,Unemployed,No,Married,Rejected,10%
2014-05-06,Eniola,Rent,Absence,520706,Online,Unemployed,Yes,Divorce,Rejected,8%
2014-05-07,Propser,Business,Present,68576,Cash,Self-employed,No,Divorce,Rejected,8%
2014-05-08,John,School Fees,Present,126982,Cash,Unemployed,No,Married,Rejected,8%
2014-05-09,Queen,Rent,Absence,817415,Online,Self-employed,Yes,Married,Approved,15%
2014-05-10,Propser,Business,Absence,307817,Online,Unemployed,Yes,Married,Approved,10%
2014-05-11,Daniel,Others,Absence,323978,Cash,Employed,Yes,Single,Rejected,10%
2014-05-12,Daniel,Others,Absence,235920,Online,Unemployed,Yes,Single,Approved,10%
2014-05-13,Esther,Business,Absence,663353,Online,Self-employed,No,Divorce,Approved,8%
2014-05-14,Propser,Others,Present,494192,Online,Employed,No,Divorce,Approved,15%
2014-05-15,Queen,Business,Absence,730657,Cash,Self-employed,Yes,Married,Approved,10%
2014-05-16,Daniel,Others,Absence,694403,Cash,Unemployed,No,Divorce,Approved,10%
2014-05-17,Paul,Business,Absence,140207,Online,Self-employed,Yes,Married,Approved,15%
2014-05-18,John,Food,Present,314923,Cash,Employed,Yes,Married,Approved,20%
2014-05-19,Daniel,School Fees,Absence,553416,Cash,Unemployed,No,Divorce,Approved,8%
2014-05-20,Daniel,School Fees,Present,132365,Online,Unemployed,No,Divorce,Rejected,15%
2014-05-21,Paul,School Fees,Absence,807637,Online,Unemployed,No,Single,Approved,8%
2014-05-22,Esther,Business,Absence,467854,Online,Employed,Yes,Divorce,Approved,10%
2014-05-23,Daniel,Food,Present,942202,Cash,Self-employed,Yes,Single,Rejected,15%
2014-05-24,Esther,Business,Absence,303685,Cash,Self-employed,Yes,Single,Rejected,15%
2014-05-25,Queen,Business,Present,289793,Online,Unemployed,No,Married,Approved,15%
2014-05-26,James,Others,Absence,647465,Online,Employed,No,Single,Approved,20%
2014-05-27,John,Food,Absence,703820,Cash,Unemployed,No,Single,Approved,15%
2014-05-28,Paul,Others,Absence,594858,Online,Unemployed,No,Divorce,Rejected,15%
2014-05-29,Paul,Rent,Present,735120,Cash,Employed,No,Divorce,Approved,10%
2014-05-30,John,Others,Present,213087,Cash,Employed,No,Divorce,Rejected,20%
2014-05-31,Esther,Food,Present,97756,Online,Self-employed,Yes,Divorce,Rejected,8%
2014-06-01,John,School Fees,Absence,255609,Cash,Employed,No,Single,Approved,15%
2014-06-02,Esther,Food,Present,973532,Cash,Employed,No,Single,Approved,15%
2014-06-03,Queen,Business,Absence,106978,Cash,Employed,No,Divorce,Rejected,8%
2014-06-04,Blessing,Rent,Present,682123,Online,Employed,No,Married,Rejected,8%
2014-06-05,Propser,Others,Absence,581990,Online,Self-employed,No,Single,Rejected,20%
2014-06-06,Blessing,Rent,Present,811366,Cash,Self-employed,Yes,Married,Rejected,8%
2014-06-07,Queen,Others,Present,190639,Cash,Self-employed,No,Divorce,Rejected,10%
2014-06-08,Daniel,Business,Absence,570557,Online,Self-employed,Yes,Single,Rejected,10%
2014-06-09,James,Food,Absence,432288,Cash,Self-employed,No,Divorce,Approved,15%
2014-06-10,Janet,Rent,Absence,185753,Cash,Employed,No,Divorce,Rejected,8%
2014-06-11,Paul,Rent,Present,188045,Cash,Unemployed,Yes,Married,Rejected,15%
2014-06-12,James,Food,Present,537593,Cash,Unemployed,Yes,Divorce,Approved,20%
2014-06-13,Blessing,Others,Absence,913967,Online,Employed,Yes,Married,Approved,10%
2014-06-14,Paul,School Fees,Present,795334,Cash,Self-employed,No,Divorce,Approved,8%
2014-06-15,Esther,Food,Absence,287424,Online,Employed,Yes,Single,Approved,8%
2014-06-16,Eniola,Rent,Absence,812007,Online,Self-employed,No,Married,Rejected,8%
2014-06-17,John,Food,Present,370918,Cash,Self-employed,No,Single,Approved,20%
2014-06-18,Daniel,Rent,Present,903066,Cash,Self-employed,No,Divorce,Approved,20%
2014-06-19,Queen,School Fees,Present,852067,Online,Self-employed,No,Married,Approved,15%
2014-06-20,Queen,Food,Present,627665,Cash,Employed,Yes,Divorce,Rejected,20%
2014-06-21,Daniel,Rent,Absence,709467,Cash,Employed,No,Married,Rejected,15%
2014-06-22,Propser,Rent,Absence,342215,Cash,Unemployed,Yes,Single,Rejected,8%
2014-06-23,James,Others,Absence,161943,Online,Employed,No,Divorce,Rejected,15%
2014-06-24,Blessing,Rent,Present,485745,Online,Unemployed,Yes,Single,Rejected,15%
2014-06-25,Esther,Food,Present,967487,Online,Self-employed,No,Divorce,Rejected,10%
2014-06-26,John,Others,Present,831033,Online,Unemployed,No,Divorce,Approved,15%
2014-06-27,John,Rent,Present,250481,Online,Self-employed,No,Divorce,Rejected,20%
2014-06-28,Eniola,Food,Absence,394748,Cash,Employed,No,Married,Rejected,20%
2014-06-29,Blessing,Rent,Present,251546,Cash,Self-employed,No,Married,Approved,10%
2014-06-30,James,Others,Absence,684108,Cash,Unemployed,No,Married,Approved,15%
2014-07-01,Esther,School Fees,Absence,859418,Cash,Unemployed,No,Divorce,Rejected,20%
2014-07-02,Propser,Food,Present,527418,Online,Unemployed,No,Single,Approved,20%
2014-07-03,Paul,Business,Present,444328,Cash,Self-employed,Yes,Divorce,Approved,15%
2014-07-04,John,School Fees,Present,334707,Cash,Employed,No,Divorce,Rejected,20%
2014-07-05,Blessing,School Fees,Present,291049,Cash,Unemployed,No,Divorce,Approved,10%
2014-07-06,Propser,Food,Absence,207181,Cash,Unemployed,No,Single,Approved,10%
2014-07-07,John,School Fees,Present,915743,Cash,Employed,No,Divorce,Rejected,10%
2014-07-08,John,Business,Present,751514,Online,Unemployed,No,Single,Approved,10%
2014-07-09,Queen,Business,Present,576215,Cash,Employed,No,Divorce,Rejected,10%
2014-07-10,Daniel,Rent,Absence,559257,Cash,Self-employed,Yes,Divorce,Approved,15%
2014-07-11,Janet,Food,Absence,998483,Online,Employed,No,Married,Approved,8%
2014-07-12,Propser,Rent,Absence,809740,Cash,Unemployed,No,Divorce,Approved,8%
2014-07-13,Blessing,Others,Present,605787,Cash,Self-employed,Yes,Married,Approved,10%
2014-07-14,Daniel,Rent,Absence,351926,Cash,Unemployed,Yes,Divorce,Approved,8%
2014-07-15,Paul,Rent,Present,252671,Cash,Unemployed,No,Divorce,Approved,8%
2014-07-16,Paul,Food,Present,906296,Online,Employed,No,Divorce,Approved,20%
2014-07-17,Janet,Rent,Present,390402,Cash,Employed,No,Single,Approved,20%
2014-07-18,John,Business,Absence,50874,Online,Employed,No,Divorce,Rejected,15%
2014-07-19,John,Business,Absence,519841,Online,Self-employed,Yes,Married,Approved,10%
2014-07-20,Queen,Food,Present,319707,Cash,Self-employed,Yes,Divorce,Rejected,15%
2014-07-21,James,Rent,Present,959015,Online,Employed,No,Single,Rejected,15%
2014-07-22,Esther,Others,Absence,916494,Cash,Self-employed,Yes,Single,Approved,15%
2014-07-23,Paul,Rent,Absence,537224,Cash,Self-employed,No,Single,Approved,8%
2014-07-24,Esther,Others,Present,728430,Cash,Self-employed,No,Married,Approved,10%
2014-07-25,Paul,School Fees,Present,949069,Cash,Unemployed,Yes,Divorce,Rejected,20%
2014-07-26,Janet,School Fees,Absence,134406,Online,Unemployed,Yes,Married,Approved,8%
2014-07-27,Queen,Food,Present,868504,Online,Employed,Yes,Married,Rejected,8%
2014-07-28,Propser,Rent,Present,502713,Online,Unemployed,No,Married,Approved,15%
2014-07-29,Propser,Others,Absence,245632,Cash,Employed,No,Married,Rejected,8%
2014-07-30,Esther,Business,Present,782609,Cash,Unemployed,Yes,Single,Approved,15%
2014-07-31,James,Business,Absence,998402,Cash,Self-employed,Yes,Divorce,Rejected,15%
2014-08-01,Janet,School Fees,Absence,921359,Cash,Employed,No,Divorce,Approved,20%
2014-08-02,Propser,Business,Absence,752213,Cash,Unemployed,No,Divorce,Approved,8%
2014-08-03,Daniel,School Fees,Present,958926,Online,Unemployed,No,Divorce,Approved,10%
2014-08-04,Queen,Rent,Absence,236033,Cash,Self-employed,Yes,Single,Approved,10%
2014-08-05,Paul,Food,Present,161310,Online,Unemployed,No,Divorce,Rejected,10%
2014-08-06,Esther,Rent,Absence,592302,Online,Employed,Yes,Single,Approved,20%
2014-08-07,Queen,Business,Present,625128,Cash,Employed,No,Married,Approved,20%
2014-08-08,Queen,Rent,Absence,459207,Online,Self-employed,Yes,Single,Approved,8%
2014-08-09,Esther,Others,Present,142213,Online,Employed,No,Single,Rejected,20%
2014-08-10,James,School Fees,Present,849623,Cash,Self-employed,No,Single,Rejected,8%
2014-08-11,Paul,Rent,Absence,804193,Online,Self-employed,No,Married,Approved,10%
2014-08-12,Daniel,Others,Present,585290,Cash,Self-employed,No,Married,Rejected,8%
2014-08-13,Janet,Business,Present,594693,Online,Employed,No,Single,Approved,20%
2014-08-14,Paul,Others,Absence,660306,Cash,Self-employed,Yes,Single,Approved,10%
2014-08-15,Blessing,Food,Absence,278256,Online,Self-employed,Yes,Married,Approved,8%
2014-08-16,James,School Fees,Present,701312,Cash,Employed,No,Married,Rejected,20%
2014-08-17,James,Others,Absence,503166,Cash,Employed,No,Divorce,Rejected,10%
2014-08-18,Propser,Food,Absence,759288,Cash,Self-employed,Yes,Single,Approved,15%
2014-08-19,Paul,Food,Present,969398,Cash,Self-employed,Yes,Divorce,Rejected,20%
2014-08-20,John,Others,Present,931004,Cash,Self-employed,No,Single,Approved,8%
2014-08-21,Queen,Food,Present,930103,Cash,Self-employed,No,Divorce,Approved,15%
2014-08-22,Janet,Rent,Present,258968,Cash,Self-employed,Yes,Married,Approved,15%
2014-08-23,Queen,School Fees,Present,773555,Cash,Unemployed,Yes,Single,Approved,20%
2014-08-24,Queen,School Fees,Absence,435749,Online,Unemployed,Yes,Single,Approved,8%
2014-08-25,Daniel,Others,Absence,142366,Online,Employed,Yes,Single,Approved,10%
2014-08-26,James,Business,Present,304076,Cash,Unemployed,Yes,Single,Rejected,8%
2014-08-27,James,School Fees,Present,948794,Online,Unemployed,Yes,Married,Approved,15%
2014-08-28,Eniola,Business,Present,638829,Cash,Self-employed,No,Single,Rejected,20%
2014-08-29,Queen,Rent,Absence,861353,Online,Employed,Yes,Married,Approved,15%
2014-08-30,Esther,Rent,Absence,332983,Online,Self-employed,No,Single,Approved,15%
2014-08-31,Janet,School Fees,Present,371155,Online,Unemployed,Yes,Divorce,Approved,10%
2014-09-01,Eniola,Others,Present,635742,Online,Unemployed,Yes,Single,Rejected,10%
2014-09-02,Daniel,Rent,Present,731989,Online,Employed,Yes,Married,Rejected,15%
2014-09-03,Queen,Rent,Absence,197434,Cash,Self-employed,Yes,Married,Approved,15%
2014-09-04,James,School Fees,Absence,103795,Online,Employed,Yes,Single,Rejected,8%
2014-09-05,John,Food,Present,659363,Online,Unemployed,No,Divorce,Approved,8%
2014-09-06,Blessing,School Fees,Present,987338,Cash,Unemployed,No,Single,Rejected,15%
2014-09-07,Propser,Others,Absence,207390,Cash,Unemployed,No,Single,Rejected,8%
2014-09-08,Queen,Food,Absence,359583,Cash,Employed,No,Married,Approved,20%
2014-09-09,John,School Fees,Absence,269298,Cash,Self-employed,Yes,Divorce,Approved,15%
2014-09-10,Queen,Business,Present,838796,Online,Unemployed,No,Married,Approved,10%
2014-09-11,James,Business,Present,534570,Cash,Unemployed,Yes,Married,Rejected,8%
2014-09-12,James,Others,Absence,874188,Cash,Employed,No,Married,Rejected,8%
2014-09-13,Esther,School Fees,Absence,281642,Cash,Unemployed,No,Divorce,Approved,15%
2014-09-14,Janet,School Fees,Absence,542044,Cash,Employed,No,Married,Rejected,8%
2014-09-15,Janet,Business,Present,476664,Cash,Employed,Yes,Married,Rejected,15%
2014-09-16,James,Others,Absence,976546,Cash,Unemployed,No,Divorce,Approved,10%
2014-09-17,Paul,Food,Present,428670,Cash,Self-employed,Yes,Married,Rejected,8%
2014-09-18,Daniel,School Fees,Present,841438,Cash,Employed,No,Single,Rejected,15%
2014-09-19,James,School Fees,Present,261759,Online,Employed,Yes,Divorce,Approved,20%
2014-09-20,Paul,Food,Present,914910,Cash,Self-employed,No,Divorce,Rejected,20%
2014-09-21,Daniel,Food,Absence,383687,Cash,Unemployed,No,Married,Rejected,8%
2014-09-22,Propser,Rent,Absence,800982,Cash,Self-employed,Yes,Married,Rejected,20%
2014-09-23,James,Food,Present,446242,Online,Unemployed,No,Married,Approved,15%
2014-09-24,Paul,School Fees,Present,139035,Cash,Unemployed,Yes,Divorce,Approved,10%
2014-09-25,Propser,Rent,Absence,555946,Online,Unemployed,Yes,Single,Approved,15%
2014-09-26,Queen,Food,Absence,888914,Online,Employed,No,Single,Rejected,10%
2014-09-27,Daniel,Others,Absence,962627,Cash,Unemployed,No,Single,Rejected,8%
2014-09-28,John,Rent,Absence,104317,Online,Self-employed,Yes,Divorce,Approved,8%
2014-09-29,John,Rent,Absence,154787,Cash,Employed,Yes,Married,Approved,20%
